id,image,time,initial_time,pitch,yaw,roll,pitchs,yawns,tag
18,/images/image18.jpg,2019-08-09T19:54:49.753000,2019-08-09T19:54:49.683000,14.51862433563659,1.0686052441551483,2.047256711147175,0,0,dormido
19,/images/image19.jpg,2019-08-09T19:55:02.979000,2019-08-09T19:55:02.822000,7.583862951223527,0.1802021278109267,1.8412327180805848,0,0,dormido
20,/images/image20.jpg,2019-08-09T19:55:03.038000,2019-08-09T19:55:02.822000,7.8207440816061515,0.05600520597854115,1.228755506475078,0,0,dormido
21,/images/image21.jpg,2019-08-09T19:55:03.081000,2019-08-09T19:55:02.822000,7.179684896103398,-1.5937913936293258,1.1796149135017029,0,0,dormido
22,/images/image22.jpg,2019-08-09T19:55:02.822000,2019-08-09T19:55:02.822000,6.532207993137254,-2.6548297470465685,0.08220981593966602,0,0,dormido
23,/images/image23.jpg,2019-08-09T19:55:02.872000,2019-08-09T19:55:02.822000,6.629296709786965,2.8130550108485473,1.2754085618631672,0,0,dormido
24,/images/image24.jpg,2019-08-09T19:55:02.922000,2019-08-09T19:55:02.822000,5.9268747468483935,0.884837158218058,1.6378799039506522,0,0,dormido
25,/images/image25.jpg,2019-08-09T19:55:04.002000,2019-08-09T19:55:03.814000,6.174095372702145,2.24826839721491,0.6788429550049722,0,0,dormido
26,/images/image26.jpg,2019-08-09T19:55:04.070000,2019-08-09T19:55:03.814000,5.827142463488559,1.0159765131618417,0.3471464982240738,0,0,dormido
27,/images/image27.jpg,2019-08-09T19:55:04.125000,2019-08-09T19:55:03.814000,6.528618863415713,0.9889581495636525,0.33900156992532465,0,0,dormido
28,/images/image28.jpg,2019-08-09T19:55:03.814000,2019-08-09T19:55:03.814000,5.940111126584787,1.5406071247209987,1.0400329678987297,0,0,dormido
29,/images/image29.jpg,2019-08-09T19:55:03.875000,2019-08-09T19:55:03.814000,4.98723018800079,2.201039170459831,0.9884208196452748,0,0,dormido
30,/images/image30.jpg,2019-08-09T19:55:03.937000,2019-08-09T19:55:03.814000,5.537900359174856,1.832055112912039,1.155336596478384,0,0,dormido
31,/images/image31.jpg,2019-08-09T19:55:05.045000,2019-08-09T19:55:04.834000,6.542554903773073,3.0255513314968354,0.8481212952277781,0,0,dormido
32,/images/image32.jpg,2019-08-09T19:55:05.103000,2019-08-09T19:55:04.834000,7.387698307496247,-1.5013431351131616,0.5842554378801753,0,0,dormido
33,/images/image33.jpg,2019-08-09T19:55:05.158000,2019-08-09T19:55:04.834000,7.86475199409685,1.1193636617673532,1.1124209531906966,0,0,dormido
34,/images/image34.jpg,2019-08-09T19:55:04.834000,2019-08-09T19:55:04.834000,7.4573316309417015,-0.09284086069006973,-0.4686951323615525,0,0,dormido
35,/images/image35.jpg,2019-08-09T19:55:04.907000,2019-08-09T19:55:04.834000,6.69951291877266,1.688362330061266,0.3572917724328186,0,0,dormido
36,/images/image36.jpg,2019-08-09T19:55:04.957000,2019-08-09T19:55:04.834000,6.054598241854124,-0.5455036940418001,-0.15921043378526958,0,0,dormido
37,/images/image37.jpg,2019-08-09T19:54:51.025000,2019-08-09T19:54:50.863000,8.703916367778875,9.067889569848397,2.0842553461428213,0,0,dormido
38,/images/image38.jpg,2019-08-09T19:54:51.097000,2019-08-09T19:54:50.863000,12.784258909468926,0.07782724054560959,1.5599830432691024,0,0,dormido
39,/images/image39.jpg,2019-08-09T19:54:51.183000,2019-08-09T19:54:50.863000,10.365250583313824,-1.6948486764871613,1.0948707907791468,0,0,dormido
40,/images/image40.jpg,2019-08-09T19:54:50.863000,2019-08-09T19:54:50.863000,9.589283186895456,10.284353523097941,2.7710508943147985,0,0,dormido
41,/images/image41.jpg,2019-08-09T19:54:50.895000,2019-08-09T19:54:50.863000,14.605193440188247,0.9241424437729732,0.8129509495315507,0,0,dormido
42,/images/image42.jpg,2019-08-09T19:54:50.955000,2019-08-09T19:54:50.863000,9.75938624261231,10.369560010770588,3.610139324702523,0,0,dormido
43,/images/image43.jpg,2019-08-09T19:55:06.036000,2019-08-09T19:55:05.835000,7.4136054369564395,-4.1414756640813195,0.669665513110794,0,0,dormido
44,/images/image44.jpg,2019-08-09T19:55:06.121000,2019-08-09T19:55:05.835000,6.811841993936814,-2.465493269162996,0.7516878685469481,0,0,dormido
45,/images/image45.jpg,2019-08-09T19:55:06.214000,2019-08-09T19:55:05.835000,8.0278514394183,-5.68917526843151,0.05009138837650691,0,0,dormido
46,/images/image46.jpg,2019-08-09T19:55:05.835000,2019-08-09T19:55:05.835000,7.965663214066934,-3.1434059198981914,0.6580477828472935,0,0,dormido
47,/images/image47.jpg,2019-08-09T19:55:05.899000,2019-08-09T19:55:05.835000,8.026907897898887,-5.114511391039926,0.2195778337350368,0,0,dormido
48,/images/image48.jpg,2019-08-09T19:55:05.968000,2019-08-09T19:55:05.835000,7.989678372432117,-2.9373941549137146,0.641933841302868,0,0,dormido
49,/images/image49.jpg,2019-08-09T19:55:07.023000,2019-08-09T19:55:06.816000,7.646279291692898,-5.151578401215674,-2.226001869060714,0,0,dormido
50,/images/image50.jpg,2019-08-09T19:55:07.107000,2019-08-09T19:55:06.816000,8.926324593330843,-6.658839213115218,-2.393638008331282,0,0,dormido
51,/images/image51.jpg,2019-08-09T19:55:07.172000,2019-08-09T19:55:06.816000,7.493585929020495,-2.114674993999789,-1.3977444638786143,0,0,dormido
52,/images/image52.jpg,2019-08-09T19:55:06.816000,2019-08-09T19:55:06.816000,7.443727618569041,-2.705376711267636,0.0018510984190386007,0,0,dormido
53,/images/image53.jpg,2019-08-09T19:55:06.869000,2019-08-09T19:55:06.816000,7.468936189908872,-2.5804316644833696,-0.04287278170549752,0,0,dormido
54,/images/image54.jpg,2019-08-09T19:55:06.966000,2019-08-09T19:55:06.816000,8.228368526525724,-5.452357790832651,-1.08006163072963,0,0,dormido
55,/images/image55.jpg,2019-08-09T19:55:08.038000,2019-08-09T19:55:07.818000,9.230555346371103,-1.0374785296275797,-0.8363921211745563,0,0,dormido
56,/images/image56.jpg,2019-08-09T19:55:08.084000,2019-08-09T19:55:07.818000,7.587021141607657,-0.26794208727571717,-0.6498531399572242,0,0,dormido
57,/images/image57.jpg,2019-08-09T19:55:08.155000,2019-08-09T19:55:07.818000,7.716734287510274,-0.9474251016883573,-0.9275113497554537,0,0,dormido
58,/images/image58.jpg,2019-08-09T19:55:07.818000,2019-08-09T19:55:07.818000,8.199170067498509,4.514737419446383,-0.039993953154436095,0,0,dormido
59,/images/image59.jpg,2019-08-09T19:55:07.897000,2019-08-09T19:55:07.818000,7.813726879281248,-0.3706753177756347,-1.1106069506654748,0,0,dormido
60,/images/image60.jpg,2019-08-09T19:55:07.964000,2019-08-09T19:55:07.818000,8.946380260568274,-2.412597836630334,-1.2739029717691417,0,0,dormido
61,/images/image61.jpg,2019-08-09T19:55:23.121000,2019-08-09T19:55:22.881000,13.76142536229908,-13.064953025787421,-2.1189875707717145,0,0,dormido
62,/images/image62.jpg,2019-08-09T19:55:23.180000,2019-08-09T19:55:22.881000,13.575294209998452,-16.55548024068665,-2.850782964366538,0,0,dormido
63,/images/image63.jpg,2019-08-09T19:55:23.261000,2019-08-09T19:55:22.881000,13.985886047079882,-16.915546258799463,-3.091277683676507,0,0,dormido
64,/images/image64.jpg,2019-08-09T19:55:22.881000,2019-08-09T19:55:22.881000,13.676780684744733,-15.250695499116945,-2.3084118404927296,0,0,dormido
65,/images/image65.jpg,2019-08-09T19:55:22.951000,2019-08-09T19:55:22.881000,13.912526875270029,-13.614874131099132,-1.784640392052908,0,0,dormido
66,/images/image66.jpg,2019-08-09T19:55:23.041000,2019-08-09T19:55:22.881000,14.496826585940127,-14.576924248467922,-2.4117907928924485,0,0,dormido
67,/images/image67.jpg,2019-08-09T19:55:24.035000,2019-08-09T19:55:23.865000,12.827414117570505,-10.860904650583295,-3.8088933752581124,0,0,dormido
68,/images/image68.jpg,2019-08-09T19:55:24.101000,2019-08-09T19:55:23.865000,8.298194146482293,-11.884205341044295,-4.8743437840799455,0,0,dormido
69,/images/image69.jpg,2019-08-09T19:55:24.176000,2019-08-09T19:55:23.865000,12.97736558922748,-13.803338907360713,-4.55825300261056,0,0,dormido
70,/images/image70.jpg,2019-08-09T19:55:23.865000,2019-08-09T19:55:23.865000,12.821079066600904,-15.668154741822306,-2.7009151003683165,0,0,dormido
71,/images/image71.jpg,2019-08-09T19:55:23.907000,2019-08-09T19:55:23.865000,12.139923785355444,-9.915247206357748,-2.2223670308389787,0,0,dormido
72,/images/image72.jpg,2019-08-09T19:55:23.949000,2019-08-09T19:55:23.865000,13.318903771585834,-14.46464478119674,-3.7832668874802975,0,0,dormido
73,/images/image73.jpg,2019-08-09T19:55:25.639000,2019-08-09T19:55:25.522000,9.229476773424283,-18.604662318924692,-3.2004064529975094,0,0,dormido
74,/images/image74.jpg,2019-08-09T19:55:25.674000,2019-08-09T19:55:25.522000,9.004134221107634,-16.57033749637346,-3.1984727514540507,0,0,dormido
75,/images/image75.jpg,2019-08-09T19:55:25.711000,2019-08-09T19:55:25.522000,8.600549867653891,-16.212655612382736,-2.2987768672562967,0,0,dormido
76,/images/image76.jpg,2019-08-09T19:55:25.522000,2019-08-09T19:55:25.522000,7.919334926622676,-15.97921763693273,-2.601770715445688,0,0,dormido
77,/images/image77.jpg,2019-08-09T19:55:25.559000,2019-08-09T19:55:25.522000,7.599149050630211,-14.737027606610983,-2.8216222796636115,0,0,dormido
78,/images/image78.jpg,2019-08-09T19:55:25.594000,2019-08-09T19:55:25.522000,7.457128147061448,-14.051393843404185,-2.26412614856745,0,0,dormido
79,/images/image79.jpg,2019-08-09T19:55:26.068000,2019-08-09T19:55:25.822000,9.289061324744273,-15.732278187500793,-2.38803507455245,0,0,dormido
80,/images/image80.jpg,2019-08-09T19:55:26.149000,2019-08-09T19:55:25.822000,9.356928167551924,-14.596709007230814,-1.982165456129897,0,0,dormido
81,/images/image81.jpg,2019-08-09T19:55:26.226000,2019-08-09T19:55:25.822000,11.526547027099042,-17.175858713003283,-2.6079376065163,0,0,dormido
82,/images/image82.jpg,2019-08-09T19:55:25.822000,2019-08-09T19:55:25.822000,8.30566730024937,-13.707014271046747,-1.9621702967912715,0,0,dormido
83,/images/image83.jpg,2019-08-09T19:55:25.886000,2019-08-09T19:55:25.822000,7.824487170273443,-8.523953711554707,-1.0372236974873814,0,0,dormido
84,/images/image84.jpg,2019-08-09T19:55:25.993000,2019-08-09T19:55:25.822000,9.87838753066031,-18.411514012058344,-3.2759084943466426,0,0,dormido
85,/images/image85.jpg,2019-08-09T19:55:56.193000,2019-08-09T19:55:56.080000,15.694851260774625,1.7895713330193925,2.6000115598077747,0,0,dormido
86,/images/image86.jpg,2019-08-09T19:55:56.229000,2019-08-09T19:55:56.080000,16.19551725251298,1.1514505242682391,2.521506667620917,0,0,dormido
87,/images/image87.jpg,2019-08-09T19:55:56.278000,2019-08-09T19:55:56.080000,15.95597585198641,2.4284485717435533,2.7029189425372873,0,0,dormido
88,/images/image88.jpg,2019-08-09T19:55:56.080000,2019-08-09T19:55:56.080000,13.67145260710424,1.1366167190517018,2.2753012793439122,0,0,dormido
89,/images/image89.jpg,2019-08-09T19:55:56.115000,2019-08-09T19:55:56.080000,13.206812749503557,3.5916213381434665,3.1867613368117027,0,0,dormido
90,/images/image90.jpg,2019-08-09T19:55:56.159000,2019-08-09T19:55:56.080000,16.692687022522147,-0.17276716257176827,2.291545270360676,0,0,dormido
91,/images/image91.jpg,2019-08-09T19:56:02.984000,2019-08-09T19:56:02.688000,7.346611323207521,-11.585228345151616,-2.715238227972908,0,0,dormido
92,/images/image92.jpg,2019-08-09T19:56:03.084000,2019-08-09T19:56:02.688000,6.4883931476014345,-7.596218513759534,-3.466673431692478,0,0,dormido
93,/images/image93.jpg,2019-08-09T19:56:03.142000,2019-08-09T19:56:02.688000,5.617017222646828,-0.6915329936889568,-3.3905991058015483,0,0,dormido
94,/images/image94.jpg,2019-08-09T19:56:02.688000,2019-08-09T19:56:02.688000,7.2600625282299776,-8.992827599131855,-1.1417640400379132,0,0,dormido
95,/images/image95.jpg,2019-08-09T19:56:02.759000,2019-08-09T19:56:02.688000,8.073533662584248,-11.322570604025806,-1.2092953563377764,0,0,dormido
96,/images/image96.jpg,2019-08-09T19:56:02.863000,2019-08-09T19:56:02.688000,6.475880808164216,-9.725363938342177,-2.1995772384251757,0,0,dormido
97,/images/image97.jpg,2019-08-09T19:56:04.148000,2019-08-09T19:56:04.019000,4.032308954132415,-7.03809001928826,-4.905220425708561,0,0,dormido
98,/images/image98.jpg,2019-08-09T19:56:04.233000,2019-08-09T19:56:04.019000,2.775605500844112,-5.499410222623968,-5.156041575993652,0,0,dormido
99,/images/image99.jpg,2019-08-09T19:56:04.309000,2019-08-09T19:56:04.019000,2.8959692900339156,-7.571197838075351,-4.70617877385337,0,0,dormido
100,/images/image100.jpg,2019-08-09T19:56:04.019000,2019-08-09T19:56:04.019000,3.712679384489322,-4.447696593312416,-4.58881485190589,0,0,dormido
101,/images/image101.jpg,2019-08-09T19:56:04.068000,2019-08-09T19:56:04.019000,3.964993618636981,-6.112551257360056,-4.9354186684153065,0,0,dormido
102,/images/image102.jpg,2019-08-09T19:56:04.098000,2019-08-09T19:56:04.019000,5.137321543085429,-7.251026560681828,-4.955451529504636,0,0,dormido
103,/images/image103.jpg,2019-08-09T19:56:05.450000,2019-08-09T19:56:05.287000,7.072340986055212,-8.448551328344175,-4.026721542102294,0,0,dormido
104,/images/image104.jpg,2019-08-09T19:56:05.513000,2019-08-09T19:56:05.287000,5.704732145198309,-5.313581866189433,-3.4904148783226603,0,0,dormido
105,/images/image105.jpg,2019-08-09T19:56:05.611000,2019-08-09T19:56:05.287000,6.207508117058099,-9.930181099157839,-4.439234174355756,0,0,dormido
106,/images/image106.jpg,2019-08-09T19:56:05.287000,2019-08-09T19:56:05.287000,3.563692323296392,-4.069458382331612,-3.8415071759512376,0,0,dormido
107,/images/image107.jpg,2019-08-09T19:56:05.354000,2019-08-09T19:56:05.287000,4.084101595142243,-6.987051168821397,-4.090067055271764,0,0,dormido
108,/images/image108.jpg,2019-08-09T19:56:05.384000,2019-08-09T19:56:05.287000,6.329977800123477,-9.333612008198251,-4.433141772030311,0,0,dormido
109,/images/image109.jpg,2019-08-09T19:56:06.266000,2019-08-09T19:56:06.144000,7.005509878698363,-2.7302983906409066,-2.6044297287728155,0,0,dormido
110,/images/image110.jpg,2019-08-09T19:56:06.303000,2019-08-09T19:56:06.144000,8.398119572450476,-4.423601290567815,-2.8302299502054566,0,0,dormido
111,/images/image111.jpg,2019-08-09T19:56:06.341000,2019-08-09T19:56:06.144000,7.8295198389459895,-5.243903243091441,-3.176888185969125,0,0,dormido
112,/images/image112.jpg,2019-08-09T19:56:06.144000,2019-08-09T19:56:06.144000,6.759075052409137,-5.675512650360355,-2.9634771816350303,0,0,dormido
113,/images/image113.jpg,2019-08-09T19:56:06.183000,2019-08-09T19:56:06.144000,6.845999025338541,-6.423737640118431,-3.173212142140056,0,0,dormido
114,/images/image114.jpg,2019-08-09T19:56:06.219000,2019-08-09T19:56:06.144000,8.02781916221764,-7.147382428850114,-3.4557229692936824,0,0,dormido
115,/images/image115.jpg,2019-08-09T19:56:07.026000,2019-08-09T19:56:06.856000,9.659146253865007,-5.453923976337974,-2.050868560132369,0,0,dormido
116,/images/image116.jpg,2019-08-09T19:56:07.112000,2019-08-09T19:56:06.856000,9.586129194986531,-4.937933877370841,-1.4534759777921478,0,0,dormido
117,/images/image117.jpg,2019-08-09T19:56:07.191000,2019-08-09T19:56:06.856000,7.211216194971134,1.3084334531086939,-1.1787290719695995,0,0,dormido
118,/images/image118.jpg,2019-08-09T19:56:06.856000,2019-08-09T19:56:06.856000,9.394244513669307,-1.413486863563377,-1.7007947301759185,0,0,dormido
119,/images/image119.jpg,2019-08-09T19:56:06.891000,2019-08-09T19:56:06.856000,9.969732649177423,-3.056766124119793,-1.909662576759029,0,0,dormido
120,/images/image120.jpg,2019-08-09T19:56:06.956000,2019-08-09T19:56:06.856000,10.633773257599143,-2.8553575209954127,-1.6146023320888157,0,0,dormido
121,/images/image121.jpg,2019-08-09T19:56:08.078000,2019-08-09T19:56:07.860000,11.744438793506406,-4.9731548915610455,-0.8895859421025533,0,0,dormido
122,/images/image122.jpg,2019-08-09T19:56:08.152000,2019-08-09T19:56:07.860000,10.959596532896143,-4.603017030358562,-0.4997574328178745,0,0,dormido
123,/images/image123.jpg,2019-08-09T19:56:08.227000,2019-08-09T19:56:07.860000,11.107845935342562,-4.649872760566747,-0.8695631445581081,0,0,dormido
124,/images/image124.jpg,2019-08-09T19:56:07.860000,2019-08-09T19:56:07.860000,13.016874241778666,-9.718549231000463,-1.6752172165205947,0,0,dormido
125,/images/image125.jpg,2019-08-09T19:56:07.927000,2019-08-09T19:56:07.860000,12.521817357025666,-6.702407624861188,-0.851169554690651,0,0,dormido
126,/images/image126.jpg,2019-08-09T19:56:07.996000,2019-08-09T19:56:07.860000,11.791383985413873,-8.02653834596496,-1.1202073585350327,0,0,dormido
127,/images/image127.jpg,2019-08-09T19:56:29.228000,2019-08-09T19:56:28.983000,27.657983870686007,-14.126560170275013,-14.657853771204879,0,0,
128,/images/image128.jpg,2019-08-09T19:56:29.268000,2019-08-09T19:56:28.983000,28.85036027930954,-11.459084471864537,-12.673761410395437,0,0,
129,/images/image129.jpg,2019-08-09T19:56:29.302000,2019-08-09T19:56:28.983000,26.17220505355509,-12.862137356838307,-11.504166908291886,0,0,
130,/images/image130.jpg,2019-08-09T19:56:28.983000,2019-08-09T19:56:28.983000,27.696756416234255,-15.006323723122698,-6.351229721840557,0,0,
131,/images/image131.jpg,2019-08-09T19:56:29.040000,2019-08-09T19:56:28.983000,24.7378378347482,-19.38739686958597,-9.033008942838167,0,0,
132,/images/image132.jpg,2019-08-09T19:56:29.147000,2019-08-09T19:56:28.983000,29.284294866127016,-24.18114298699643,-12.337930234251255,0,0,
133,/images/image133.jpg,2019-08-09T19:56:30.046000,2019-08-09T19:56:29.905000,34.74327762216112,-24.464737428140218,-6.517250082446508,0,0,
134,/images/image134.jpg,2019-08-09T19:56:30.085000,2019-08-09T19:56:29.905000,36.447206153084295,-20.322801953133602,-6.309870678665581,0,0,
135,/images/image135.jpg,2019-08-09T19:56:30.146000,2019-08-09T19:56:29.905000,37.38351862454053,-17.98175474312724,-5.809275078243771,0,0,
136,/images/image136.jpg,2019-08-09T19:56:29.905000,2019-08-09T19:56:29.905000,36.213400401456106,-19.43575613558847,-5.476492102238611,0,0,
137,/images/image137.jpg,2019-08-09T19:56:29.952000,2019-08-09T19:56:29.905000,35.50879070663565,-21.94453956786578,-6.450633557074231,0,0,
138,/images/image138.jpg,2019-08-09T19:56:29.999000,2019-08-09T19:56:29.905000,33.234820806516595,-23.4658693511705,-6.011789439879053,0,0,
139,/images/image139.jpg,2019-08-09T19:56:31.032000,2019-08-09T19:56:30.813000,31.462865637118416,-12.453975551668725,-1.834180544026149,0,0,
140,/images/image140.jpg,2019-08-09T19:56:31.061000,2019-08-09T19:56:30.813000,29.299422746921397,-18.00591081933269,-1.3468704575155381,0,0,
141,/images/image141.jpg,2019-08-09T19:56:31.120000,2019-08-09T19:56:30.813000,35.09884262801322,-17.97342508542684,-2.9244310362454735,0,0,
142,/images/image142.jpg,2019-08-09T19:56:30.813000,2019-08-09T19:56:30.813000,31.77752790565882,-24.137411062410596,-6.427730976733969,0,0,
143,/images/image143.jpg,2019-08-09T19:56:30.905000,2019-08-09T19:56:30.813000,32.88058350171833,-15.867889385172619,-3.1593793150153173,0,0,
144,/images/image144.jpg,2019-08-09T19:56:30.978000,2019-08-09T19:56:30.813000,34.55352917595087,-14.802563862008652,-2.9538668730019992,0,0,
145,/images/image145.jpg,2019-08-09T19:56:32.033000,2019-08-09T19:56:31.818000,24.89823333198375,-18.96339188663061,-2.9386002715749533,0,0,
146,/images/image146.jpg,2019-08-09T19:56:32.086000,2019-08-09T19:56:31.818000,24.43882717837493,-18.885303309974194,-2.131957484081042,0,0,
147,/images/image147.jpg,2019-08-09T19:56:32.167000,2019-08-09T19:56:31.818000,23.475979597815865,-11.16682073729542,-0.3603246618333551,0,0,
148,/images/image148.jpg,2019-08-09T19:56:31.818000,2019-08-09T19:56:31.818000,25.44698371702593,-21.199844727407093,-4.367050877395261,0,0,
149,/images/image149.jpg,2019-08-09T19:56:31.902000,2019-08-09T19:56:31.818000,25.837377603288548,-12.343668145902493,-1.9091513858692983,0,0,
150,/images/image150.jpg,2019-08-09T19:56:31.957000,2019-08-09T19:56:31.818000,26.09323473800458,-20.778720605709985,-4.3497860273289755,0,0,
151,/images/image151.jpg,2019-08-09T19:56:33.003000,2019-08-09T19:56:32.884000,30.67456855221544,-17.682540036773602,-5.811750201147462,0,0,
152,/images/image152.jpg,2019-08-09T19:56:33.039000,2019-08-09T19:56:32.884000,24.82974247330273,-13.920812106167995,-2.542120506879703,0,0,
153,/images/image153.jpg,2019-08-09T19:56:33.088000,2019-08-09T19:56:32.884000,26.187575996848256,-10.126178252019164,-2.8484899124784757,0,0,
154,/images/image154.jpg,2019-08-09T19:56:32.884000,2019-08-09T19:56:32.884000,27.765515794469497,-12.798141166968623,-3.1054315401199197,0,0,
155,/images/image155.jpg,2019-08-09T19:56:32.920000,2019-08-09T19:56:32.884000,28.869374692494873,-12.961966960277564,-3.841750750503618,0,0,
156,/images/image156.jpg,2019-08-09T19:56:32.966000,2019-08-09T19:56:32.884000,27.818927893859943,-13.494869795428157,-4.122055982180217,0,0,
157,/images/image157.jpg,2019-08-09T19:56:34.063000,2019-08-09T19:56:33.875000,25.56343620336643,-25.555993337494453,-5.891956666092464,0,0,
158,/images/image158.jpg,2019-08-09T19:56:34.141000,2019-08-09T19:56:33.875000,25.09637691573036,-24.9363086769505,-4.673880904236075,0,0,
159,/images/image159.jpg,2019-08-09T19:56:34.245000,2019-08-09T19:56:33.875000,25.75866710520045,-21.40067034167307,-4.319605916976688,0,0,
160,/images/image160.jpg,2019-08-09T19:56:33.875000,2019-08-09T19:56:33.875000,25.407229890335906,-20.62297813086179,-5.1276743674354055,0,0,
161,/images/image161.jpg,2019-08-09T19:56:33.910000,2019-08-09T19:56:33.875000,25.326916105373687,-27.03008693007295,-5.227281414643336,0,0,
162,/images/image162.jpg,2019-08-09T19:56:33.990000,2019-08-09T19:56:33.875000,25.57584339919354,-20.70307409273079,-5.621318711249554,0,0,
163,/images/image163.jpg,2019-08-09T20:04:18.722000,2019-08-09T20:04:18.455000,5.9760648063692825,36.012947465128256,7.219244046284626,0,5,dormido
164,/images/image164.jpg,2019-08-09T20:04:18.815000,2019-08-09T20:04:18.455000,4.385052898472375,32.9658553796992,7.201177868880847,0,5,dormido
165,/images/image165.jpg,2019-08-09T20:04:18.901000,2019-08-09T20:04:18.455000,2.8335617403142215,30.021816320426478,7.5320445572522186,0,5,dormido
166,/images/image166.jpg,2019-08-09T20:04:18.455000,2019-08-09T20:04:18.455000,82.75200438436617,45.47591780463915,39.56896263508451,0,4,dormido
167,/images/image167.jpg,2019-08-09T20:04:18.545000,2019-08-09T20:04:18.455000,20.13251250950441,43.88732693870914,14.75782273126688,0,4,dormido
168,/images/image168.jpg,2019-08-09T20:04:18.619000,2019-08-09T20:04:18.455000,17.450969927867877,40.198523935392814,12.965321721116245,0,4,dormido
169,/images/image169.jpg,2019-09-09T20:14:18.173000,2019-09-09T20:14:18.010000,-0.9635723978445844,-44.415752483809975,0.07849094416417186,0,5,
170,/images/image170.jpg,2019-09-09T20:14:18.257000,2019-09-09T20:14:18.010000,-12.576171878894609,49.185835165615906,-15.66162116409186,0,5,
171,/images/image171.jpg,2019-09-09T20:14:18.326000,2019-09-09T20:14:18.010000,-12.607556429799137,46.706964785228486,-15.061429413512327,0,5,
172,/images/image172.jpg,2019-09-09T20:14:18.010000,2019-09-09T20:14:18.010000,-11.643652682689362,43.926010297485085,-14.83292640450537,0,4,
173,/images/image173.jpg,2019-09-09T20:14:18.094000,2019-09-09T20:14:18.010000,-11.307978800369106,44.19227748066934,-14.616658594908333,0,4,
174,/images/image174.jpg,2019-09-09T20:14:18.157000,2019-09-09T20:14:18.010000,-12.31635570013871,50.505948673557036,-15.607032710491893,0,4,
175,/images/image175.jpg,2019-09-09T20:15:40.032000,2019-09-09T20:15:39.831000,-9.58996182995701,37.546770506281376,-12.246195081944986,0,10,
176,/images/image176.jpg,2019-09-09T20:15:40.094000,2019-09-09T20:15:39.831000,-10.055612486529826,31.516037491009683,-11.266299742314624,0,10,
177,/images/image177.jpg,2019-09-09T20:15:40.163000,2019-09-09T20:15:39.831000,-9.24647184888738,32.48524671011798,-10.71679819485509,0,10,
178,/images/image178.jpg,2019-09-09T20:15:39.831000,2019-09-09T20:15:39.831000,-10.054531568058554,33.48033264897185,-10.989653368815375,0,9,
179,/images/image179.jpg,2019-09-09T20:15:39.894000,2019-09-09T20:15:39.831000,-10.29811778451639,42.506812016723465,-13.44872431382563,0,9,
